predict_type,known_columns,num_known_columns,secret_column,predicted_value,true_value,prediction,base_confidence,attack_confidence
base,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,GoodStudent,False,False,True,1.0,
attack,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,GoodStudent,False,False,True,,0.084
base,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,GoodStudent,False,False,True,0.99,
attack,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,GoodStudent,False,True,False,,0.443
base,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,GoodStudent,False,False,True,0.99,
attack,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,GoodStudent,False,False,True,,0.962
base,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,GoodStudent,False,True,False,0.91,
attack,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,GoodStudent,False,False,True,,0.221
base,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,GoodStudent,False,False,True,1.0,
attack,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,GoodStudent,True,True,True,,0.962
base,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,GoodStudent,False,False,True,0.99,
attack,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,GoodStudent,False,False,True,,0.846
base,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,GoodStudent,False,False,True,1.0,
attack,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,GoodStudent,False,False,True,,0.321
base,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,GoodStudent,False,False,True,1.0,
attack,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,GoodStudent,False,False,True,,0.231
base,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,GoodStudent,False,False,True,1.0,
attack,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,GoodStudent,False,False,True,,0.2
base,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,GoodStudent,False,False,True,1.0,
attack,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,GoodStudent,False,False,True,,0.092
base,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,GoodStudent,False,False,True,1.0,
attack,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,GoodStudent,False,False,True,,0.462
base,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,GoodStudent,False,False,True,1.0,
attack,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,GoodStudent,False,False,True,,0.211
base,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,GoodStudent,False,False,True,1.0,
attack,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,GoodStudent,False,False,True,,0.308
base,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,GoodStudent,False,False,True,0.99,
attack,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,GoodStudent,False,False,True,,0.462
base,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,GoodStudent,False,False,True,0.98,
attack,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,GoodStudent,False,False,True,,0.333
base,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,GoodStudent,False,False,True,0.96,
attack,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,GoodStudent,False,True,False,,0.923
base,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,GoodStudent,False,False,True,1.0,
attack,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,GoodStudent,False,False,True,,0.5
base,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,GoodStudent,False,False,True,1.0,
attack,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,GoodStudent,False,False,True,,0.423
base,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,GoodStudent,False,False,True,1.0,
attack,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,GoodStudent,False,False,True,,0.962
base,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,GoodStudent,False,False,True,1.0,
attack,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,GoodStudent,True,False,False,,1.0
base,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,GoodStudent,False,False,True,0.98,
attack,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,GoodStudent,False,False,True,,0.105
base,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,GoodStudent,False,False,True,0.84,
attack,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,GoodStudent,False,False,True,,0.481
base,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,GoodStudent,False,False,True,1.0,
attack,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,GoodStudent,False,False,True,,0.443
base,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,GoodStudent,False,False,True,1.0,
attack,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,GoodStudent,False,False,True,,0.962
base,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,GoodStudent,False,False,True,1.0,
attack,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,GoodStudent,False,False,True,,0.481
base,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,GoodStudent,False,False,True,0.76,
attack,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,GoodStudent,False,False,True,,0.462
base,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,GoodStudent,False,False,True,0.99,
